Block: 19
Row TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature VersionSignature LedgerSignature LedgerSeal Block
35351 2020-04-06T00:10:03.167Z 4c55f7febffb1827f5d19b4632f7a1a28efea9f49e600bff463bdf932b05c7ed 489d158001f552f27f79ad9295a43c02d034375b6436b92846de3df8339e8681 f7ce1aaf6604c43a0592ce839913b4a4c7daf982d361ce5b0735310d2beb7d54 AME 5 022d13666d967c7b8da133fcbe17e08b6d46fafbe8eaf9c2c224413c1214199595 037e5af5ec4a80b916e7fdb66e5228054efe5b07b9f7573381f19563a8fbaa7b61 8Uu91EfAsEa7e7umcn5GOdPpDsAwmni9ZtXU2+z4OuUa/q6jfs8Bf67oNRswrg0uLNYVcT/b/c05V2eNDo5RXQ== a+V8x6nvCIsoxNvRk4QHnW1sfP8jsGvCn/JLDVdjAJ8hbQmoKKvTMKpJ8Mz2Kdt9HSBCKnpeAupOux0VZkPMDA== VUJrlaw0p1rEGLXyrsGxf3P0KH0lOrwIPwyaYwaGWEny3Z/ykA4bc6a2LSm3po4hlMnIJLYHAUaPKj6bXFJc6Q== JVa8xwJAbLsP1ZURQT16+OrhCtxdywADa7w9g5QayLF0nfO2PlVBX0HyatLUgO20lBVVEvfo7eBXWZLDdNLRww== 19
35352 2020-04-06T00:10:25.973Z 4a2dd7876bfb990ed138b85b0d2db35380a37ffd085b08a4f5be406ea2f7c347 4a2dd7876bfb990ed138b85b0d2db35380a37ffd085b08a4f5be406ea2f7c347 4a2dd7876bfb990ed138b85b0d2db35380a37ffd085b08a4f5be406ea2f7c347 HBT 18 021b0771d47241f8a0a77037305c84b8e1c729ca712d1e84f57d1b4af48deed156 02ca48aa3f0e7fc7e52064c3f2240b3744282078cda2f5028fc2d460ccaaa7fa3a gD8gBEXizXK4CdpJaWZulivv1dNFXSmm7ywvOXPBTE4TixZ79Q0YXZC5ciyrD4J41IW0bTZnODlHyBPoh3Fzdw== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 vuavXrc3e/SiVTe563SddbxFQ8mT4jIOWKU82RJL+f3YlJFlw1D+kYzApdcFoDIb5wZgIDHBvWecnJ0oQaHK/Q== 32qLZCITaE+fYR2c+G938P6f2jquCQfy3k6nZD9ZAjJIB941yKEjki9dUbe4Ms0YBTxQP3JCrU5HZuqRWIJQZw== 19
35353 2020-04-06T00:27:55.285Z 76a30242dd08512765b83cd6a6a8a42d7cc9991846a114e515c7c3c562229062 9e239a3efe9793e415390a45938a29e5a1b28fceea330bbea7bb048050f15490 40603a7a39aafc72fe798b3a782e98ee62ae6393808c8cc925487c6f53c8d5e6 AME 2 034ab3d4c79ab8b67e75195542f4d2df68dfeb1411e8b5e7f55ed5db1462502435 034c5a9479900d9d81d2671217f556f58999d6b2a413c848d5867e247d5e69eaae sS89mNfKvdt1qV7ShEIoJRKybuAeWY3vYtlBOYegRrli/uL6UhL19O2kkjTjJ0u+hBQi6hIf39UEKQZ+kQGfmw== 0ixRHGxohzhzDjxKBhzoUhqTy/B8Czs3jE6XuO7lqlS2TdmCXQEjIbZ6szQiDcWPt4CMQw9SGlGSWA7mT96BIA== xQQJPE4ANYMQ7xbxJGfRUJYzQRIqmwNsBhoxS5iK/h6LjLByKD3AQqkh2Ud11Byi+BACwwgXkA78HhkWhTyENQ== MAJmkvdYwB8zaEpA3KRoPbccDMfYwyA3OtA+MROpPSZHcA3SwDrD4s2jHd9bp/Uf7qdAY3dwEE73bRyxSDoogA== 19
35354 2020-04-06T00:46:01.234Z 37c0d778b34d262f07ccdce8d641206e2b8cc1c23dd9ec9544188f7f82100822 37c0d778b34d262f07ccdce8d641206e2b8cc1c23dd9ec9544188f7f82100822 450d49ae436c71b31e52dbbe7a2df45504f50fc31371d00b41387527d1643d28 CRE 1 022e2d6443a6700c2787dfae10f225701511ad60111b9588dcd5b38c906a392e0e 02951d464a0db325e569d1b91b2308dd94e25745b3738d28da0be91a3c4fa8c88d sgixQtWUGyQV/w505KjfpxdgbiHJAEiDGmhqx4icC0xsbDQOcWxVvyXxuPnFZ2PIpwzBsT3ngmacie//c5LvGg== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 OrHRF1X2Zxsx/2UXwwuuZkRNetag8P3hhjNsRIX8kvmyDDZx1zosrrXOJvOZFZgaIMh8kSB/sMX1oxuRG6fxWg== mgUuGoEi4xmMywSrMiwmN08NR70kWRXSLKaaaWPJekEdNgbV3sLVkqhNzBAhn5lCb8iuBzfO1R8gPPydQugxcg== 19
35355 2020-04-06T01:03:38.953Z 0378e1f4ea790c2a3dd8c827d7689fba5cd69db9c68da0f15be5f626b18d8db7 17628ab85a572aa06062698ed9604ae024146d22eabb537697fa79252094fe16 6cb5f9533a52f06281a99a40cdff7ea129143fd3b6b284e3f0f9b62fd9f905d7 AME 4 03665250e9fe120ef3bbc2a1bf1641424f260cb1af204ae4cf7cd0f9337051ce71 031bc504233c29793629ec5c381cb7e8cdec585979b7831ec8bbb7c4e0b1b65da1 F5e2H7hsj09dyhiJGRKLQCjPQ4vpVXQo8D0UIjljH+ObgIta87hE/2bSzE/UjFSsrdc2NYD3NScC6M7Dps3WVQ== XcBXcmf2VCt/FR03hVL1/GmOakS8hXOGiVMjP4E9GI/fI3KYUhN5q5n+2wRKk7qG6sVSPfaVo+hOGtc6UemQTw== 2YvQyTntFtgiGcNeuZNzme0i2GKfZna0k7MBFYqa87+M9yLxngcUCwb3pADiIboSBOFXwxAi2tCTofuOs+t2VA== p9MMzg+c8DjdvXjaDexmjKfZ3n7c5jGCZlodTyzAKovl2jyJw/TiWQQdX4qeyDSj9WlxgsahCpjZWPG6k6ax3w== 19
35356 2020-04-06T01:31:26.255Z 51d7502e22c38b8c8409d73f47e0f718caa059b16812a87ab37b23af4c8dbaf4 f760aecc861dc289de1ac247deaf76a96a269696fd519b9998dad2f7e1f8f1fb 2d3cf2e67892f9c25cacd4a0e809297d37e9abbc34741fa390b22ae469a7b7c9 AME 2 02917e8ccbd503ce679d95ff6b663555d989d2cc0c9e551cfca42534989ee175e6 0314471788f5b6c98927511d86590ae0e92d3902a7b7f7b22de51ef4b988eeb7d4 awkSuYyGCulQMkQHOQDrztitAn/WmQxxOIgazfyOAYYiPo7r+eZTKuURu8jAUmwKqdA7b/ZGLYzyZnVPCStYDg== Pnrey+6i0QPVfYxmQNI/I4UIOATDpbLMdg40KT/SmBXV34uW/2m2YcsNl0uXZpSDqZY/1HEFSth/i3G3urCTsg== ZAiUZbL/4Ln3X6T+Y4YWXZ62xrX5BgXC+D538lzso4UppCLBRMv/uVfE1hTYmH04mSsv47di70VQKeL6F35NNA== O5xsninoGe44DwVU72TlOWy25yA/TrbRBGPxsNCf3XepsBFrU26QbZBF9XSHeayfKD//mESEjMRvIUhG2zPJsw== 19
35357 2020-04-06T01:47:52.542Z 0593708af4cb9ab6f3601427f69790c6b5042ee7875993255d78663042feb866 e1f7e2b6a39073be5d666483b2a05306a8ab7e37f5ef7d9ca3a6e1832327898f 82be583c917b4440404d6b19d158c66fa18c3f70467d75ad51524d2ca8416aaa AME 7 032c6922f5c0796626960ea3c884d7676ba3a929ee048c708302a34abdc85f3954 0328ea9dac4fa9a7a0733ff0983536992c1d20cfb8f7da1615fb91a9ce3a01826f nOa7GslclyjgYcwShD5DO3jgQdl8fJbiuqY3ggRcXOWE3aHFEm2+0ZhobsJiOJvcR3aWNdKPwMrXTpsrEzgPHA== cZGHxNlDDSCtWPthbfjwAE8N3nHz1T1/r3Rlpb2g6FA5fdq2oTpTXX5EPbi1JlbDS70z13i5JcihqKCKu+CARA== 4VnNTEOAvNAAFi4nurdyNc7NhcVQEmw3eWuM8En6xgo3kpiwS64SvvnNbgp3rBU/KI5fAMCpcOMBACssrDMLWQ== 2Te9fhx3GzacVIhCLMrEkbJ9JSuIrbhvcRntiUt8oXLvOkrdp0qM1kG0yXqZll9vlo+RaHh2WJhzmtqH+6F38A== 19
35358 2020-04-06T02:06:42.305Z b67ad32deddba6734f506c14fceb7c86bf8d36750389ac1df78c2039f5eb5127 838224cf23c80a363b4f75285a53338d4476a1b5db96c36a83b56e7df579211e 72a7274408df6df8534853d55883a8097382ece14f4439fc39961acdb0f36898 AME 2 0339af7b9558759246f0c5dba9bf361fba072eb135f3d6389a8005ea0e5d71d065 03cde05dea7fa2a5dd27faf13e2965dc8a3f8705f9c373163dea24ae8578eaafb0 TdgHd1+UIuZUf1YyK6H+eM+LBGIiusWDgoj8i0oOvMw1LuhglglLTb2xDRkqvo7bAr/mf8UKFKgh/Yi7wjAv5A== HGRjGyYDJmfcs/2one3prWYTsrRAJkiFy59kuaHCumTW50IxUgtp3jyV7u1KQailL5O+xigFJUyXb4f098iFQA== HXEBzsZua1ycerixfldKrSBculGgtxCrnQ19p4V7k2noDxeilR/aBhNc1l19T0V3DvBuIk1xdpNAQCm5zQ24zw== XN+jGm3xQyZuS2KZSjlPpH9Cnpj35wHQm2c8/0W/NZJdFlfKXs35fIi50KAbOM1dqIq5mebIc7ECS5zXyolIFA== 19
35359 2020-04-06T02:27:04.5Z d2a70abbd2438362467ae13c602b6a3934be0bfca4787c219f50329a93676e4a d82d3c288af4a98901be0642a85c9a5a6c604807966962ff77473c0e147ea308 e2352f1c84903fb5d0d8a6647acd2a48fe30cdc71e6b816b74997d7565880895 AME 2 0304bb1839e524633f4cfd918847ef75fc1c5d7a39517c378a522bd7d7f10edfba 0362626b6411e5f249775f75c01682384a907ced07e0ba1cbba4603c303b92ba14 /mIv0dKY+bXX1nDtI4ktqrS63SCB/QncAwb8u+WJRN0aPEztmftIj0wHongsxOPvDs/zECJQkTTSmLTs3eX7Kw== Jb7eJyVbzQRUV02RpeUquUrI+OJja2OzA41CD5dLM9SVKC4F1NsFb5I8JX/q8qoAOYEiE4BlHKwr9wNxcopFMA== Leua7hx4AouSJy8pUIAypNnKZtJ5SUQyzd4oXQI0yJZ3yBkusvDASttpxEzUlCaqQ2D6l4LkT0LDC44KfZDjGw== lmKKMAHrERchzMb0H5RVWxPR23vunxDTkmuKNJa97ZemUgtgL/GMqC2ItjL/4qIDEyYa1HpZenuW38lGbvXf2Q== 19
35360 2020-04-06T02:48:18.877Z ac45b306e6773d5dd7b01dbde61b218d467a41c63f0dfbea60bc77b7cd9284ed c5651bdbfb0b332ece245392266b9d1e9e0bcc49298ce91f8b83243c9a98336e 5b5cc81ff0d55280651a7e98ab4cf4e900eaf465b569a6980b6a0d0bcd5b24b9 AME 2 02740aa895499d67da23c037a0d6ddbbebafb61f703d78d54e329a42bb0e3f243b 021e452b3b7d9394b240198b63222047d92110308c0c7dc263f6e6e2d194d7de76 /lzLzIGUmndB9PFlK4k0kuughInRAvbr3SJOhqr5D+vU4bfVCKrRcWkAfQz96vTiG2UvBmoKxC1srZfggkUKKw== MRpUojSDbFZkJ+fkb+W2V/QpdW75QJbJTrHjrJ1XoZ92Yurb77ViIvtT/Pt6/x7VirMS2sXwgkfkSSrrqELtOA== ppOYssR15Pt4RIDiRzeVwztnjEktYc/o1RaeUFBLKrXHQeYlnXCrqa20nCUvyj24grDWIqrBVYRIBkxxdt0vzQ== yYYG1JXuLsQDwzd2Y8FVvpnI+3Ua/25BWbRIg7vKJRHA5pTGr3DdLnI6qTvMbzZ+vWTXLe5P1LdfU8fj3BFZag== 19
35361 2020-04-06T03:09:49.765Z fda8cf7f08f9b0fc18bbfce5dca2bfe6bc7893d49dbf19262ec5e4c6af790d15 ab1613e53308c2088bd6098b7278dbab8cb2d3472a963a094392a880086e3b98 38c76c6a26da62c75fba3fcff791f36b48f6df67ab4bf0e4f7f149f644e35d9d AME 2 02263015cc2ded957b20c49fbc49583fd6f7e442435473214ed2272421606468a1 02c09c9dfd25143947e2fa670b38aa69e435f7bf709f996369d15be9634256ec96 LGFFetQ1zIKrSDw2UFIzLfW/hAiuVRcCyF5ohe6oO/8zT6DWGwJqwAbmZICvtjUyo9dYSkO6TBs5FuCLuI4YBQ== Mc0du+Vi/Zmvtgp42Omf/0abLd2th8+kAxSro43HK58NQCfHP7AiDSf9bzdGpTU+b1ZBgUIgdJJF3nanh86q+g== FEk851e/KT5WtZrsbMfFaqTxof4ZAAfuBCZlGGVvdfQYNa8s+CWU1Us+1d8LQEgVhSfq3ql3rA8ZMJNmg7AkQg== WaEZ5R6+/DYB2nkd6Q3KAOt5rUe4bRXcUosv+fcb4DPPGVEWFsMaXt7+uroxhqyrgVjNkyqeknOVEWNoJaF/mg== 19
35362 2020-04-06T03:33:28.936Z d3348ef0ad716760cf55f3d6cd620a6c4cd5d28487772d9039496186c612ee36 3ec25e622bd8f14eea2e91c58aa3689dc9697d7d65a5a9f53e28ab342947eeab 6294d332744c7b4cdebad46fa3395caf2e60e253c67b42a472f74eee350d6f89 AME 3 03db8e2476d7c4cd6952c7ce201352a4639d72ce9518a0933275332f3284ae2036 038b6cea39f32bf1bab198206568bbb62420d371e9b626b447d6f9c1829ecfa556 qqm6RIfKtMJEwrR3g1DR70NN93YS6K5H0/zuckXIgYKHKnIiYHgpkVDQuo/fvAJUcHDoNHSVVicT3vYrfL9Tgw== eDraXEPVSpBUUQzdPZvqIeCAN5gKLTUFuAvZMLXNJ2qg6AgxBFl+N1X4ztMLx0m0UHYrH5s4lWy6CuQ4+mWbRA== oYt4lYtPdTep/qgFLOcwv7r2o86J+BTG0ImGuWGTEFUHl2VqX0EjJGxivVvLSk2+p10CFelFdr2Yl3w9EnUqCA== QBrA6eoKfNEK5PuWzJIT4NpxZe+PC+a4Nag9tkdFcvMYKqvWNkzO5vKWCeX9+ByjTq1YRT9DKLFkmxRVaade1w== 19
35363 2020-04-06T03:48:58.397Z 9bd486442e306b1090ef924b8d789344a4ba9e682eaaf8d122f46d89b86bc5bd 5912918986a6d2be4ea0b815ded8ce7eb8ceafe7303f49faf6d8b124e9200991 05f857aa72a4ac8e7c393947e8c280d41dee17b9e8749f23a7d72b2118b1bcd0 AME 13 02f7292575fea606e65f149e53ecfa23b818e9c64397dec33bb10f4699b01edf4c 03b576e98727e56f4618b2939bedb6da052dae8a8310bd91396c19d11f4248bea6 Pj07kPT6Tl3MO4M4+nOJB5ICFXjf78HmMkP+iDjpKtX64OBKTGUFVKrysbEGzJoKwyIvpxRP42rQi/6ZgQWD9Q== 6dNnU3IlKwzSRdYRXWtddJEgsZVqHseb1ZmxOOr4A/JDekRIN12KJjlwejORdBD5AcxL2e2LEj7YrzKHKvzGHg== WeSpL+EJxa5ejfL+2FxuaGuMYMyvuQ3ZDnyQiJe26P4pG6i25PSK4Uhqc2PdoEt/ksVlZ9UivWeNWJ6VvaqhWg== s90H+rY8zSFBjBO25J0EuPVwZu8Zjj9EufDk49gr35ZgLYEcCVqgZId0lwtdKvXsQAzincuLaWraqN2m+FZnhw== 19
35364 2020-04-06T04:07:05.335Z a950a53d5417981d19b334ad990eaa287d6caa23bce54b0a9c066eb437b8f770 2dd41ce356922b9fd727b9532e48401750f30b293168277e7ebcc22006ead83a c9a0ddd4c19f93fa2cbc21afd0f46dcaf2fca8de6c4715e2cc96ebc9f9468416 AME 2 02378d988a4c7090483f0a275012ed9e27fbc53c7eb98f23cf3ca95ec227279c03 02b0fa2d1e211a5f43ff5c70e265c696a4a8303e110d276bb4f4c67e020296a30b dYhIPsBAYr7FSNqDca94JSQPclp43RkahRY633HZm0DwNpwDB/+rFnKmhVDxs7bdE0KQfSxnQBSaqfSZJ4xIpw== tA9ov8dc8CoQBA9JrHnwkMNjAaWImAyXdL/pUxfMkgywdV6A1F1WkRs+XhVcbEua2QbVhE0Ouhmlq+T7n7VxQg== bBixLc/JpTMNo3d/GbqpRYBxCcedGCOo0V+Km3Ek8/L1KF/yOjaK3l4tHUqUC2mBzd1+8Api6MqPmikPSL+bYg== z3c75smnjZqFpKR5RIEskMSr12uBT5LHVPEHp2x8BKZHxtlZCF0E7LyvAOQhFII8dt8be0KNYKHiwFpFWd1/ig== 19
35365 2020-04-06T04:30:13.018Z ae65aff43b4ec80bccd7874c39cbf40901463c23e0f66540d36f5e11c510c3c4 5aa4d5bbb1444f5445d9a8836242579cfcbc3d4a63959793fba62cee5ff52e73 594d00d247347977b671041e8a4367b4c03f519b78b4e6e891f2d5ad786444f2 AME 3 036be284afc4dfc61028dee5e5c199eec7326444de9ac2847aa96c19a9ce860ba0 03d31cce34af86fe6f4159e66e33b34f98bab73ba3ba5d433816a004557947e490 wGRgWmVPMk3eZRYCEJpz6vFtIL29XpSQGE9sBahtiSZEfwh2bULQpwxtJyLRzBxuSjOtIkeAOPqZXMFMp0uG0g== /bZ8IT31MoOjv9gYXKvgRMjzM8HXEmrKajwIbcgesx6ISSMmnWgji5qrDKhbd0S0AF6Yd6q8UYTxdvUAW6lRgQ== NjeaSJw1eGohnqTMrmJe0RtK7Px+xH29XphYAX9YME4K4BLPQSIbuKacAC2tyv8qKgDJURcjyKwUFrlFWbEt/Q== orQY9CZgw86cR7FEl5uRUSnq82sWLFv7cERR7cVM9tavHLHYtAEhLp5tnTbZ7GbwfL8Qa1PYr3X/9Q/aNfXrUg== 19
